日期,当前发布时间,上一发布时间,发布小时,当前预测提前小时,旧预测提前小时,目标时刻,真实功率_kW,旧版延伸预测_kW,新版最新预测_kW,旧版绝对误差_kW,新版绝对误差_kW,绝对误差改善_kW
2025-02-01,2025-02-01 00:00:00,2025-01-31 18:00:00,0,1,7,2025-02-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,2025-02-01 00:00:00,2025-01-31 18:00:00,0,2,8,2025-02-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,2025-02-01 00:00:00,2025-01-31 18:00:00,0,3,9,2025-02-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,2025-02-01 00:00:00,2025-01-31 18:00:00,0,4,10,2025-02-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,2025-02-01 00:00:00,2025-01-31 18:00:00,0,5,11,2025-02-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,2025-02-01 00:00:00,2025-01-31 18:00:00,0,6,12,2025-02-01 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,2025-02-01 00:00:00,2025-01-31 18:00:00,0,7,13,2025-02-01 07:00:00,340.5,297.8038,351.8186,42.696199999999976,11.318600000000004,31.377599999999973
2025-02-01,2025-02-01 00:00:00,2025-01-31 18:00:00,0,8,14,2025-02-01 08:00:00,2004.1125,1785.7989,2055.0921,218.31359999999995,50.97959999999989,167.33400000000006
2025-02-01,2025-02-01 00:00:00,2025-01-31 18:00:00,0,9,15,2025-02-01 09:00:00,3731.7,3458.1257,3840.8664,273.57429999999977,109.16640000000007,164.4078999999997
2025-02-01,2025-02-01 00:00:00,2025-01-31 18:00:00,0,10,16,2025-02-01 10:00:00,5364.1125,5238.2447,5817.8346,125.86779999999999,453.72209999999995,-327.85429999999997
2025-02-01,2025-02-01 00:00:00,2025-01-31 18:00:00,0,11,17,2025-02-01 11:00:00,6361.65,6570.8788,7046.6046,209.22880000000077,684.9546,-475.72579999999925
2025-02-01,2025-02-01 00:00:00,2025-01-31 18:00:00,0,12,18,2025-02-01 12:00:00,6603.9375,7444.3125,6729.8795,840.375,125.94200000000001,714.433
2025-02-01,2025-02-01 00:00:00,2025-01-31 18:00:00,0,13,19,2025-02-01 13:00:00,6313.35,7157.625,6041.7638,844.2749999999996,271.58620000000064,572.688799999999
2025-02-01,2025-02-01 00:00:00,2025-01-31 18:00:00,0,14,20,2025-02-01 14:00:00,5251.125,6088.05,5020.7001,836.9250000000002,230.42489999999998,606.5001000000002
2025-02-01,2025-02-01 00:00:00,2025-01-31 18:00:00,0,15,21,2025-02-01 15:00:00,3688.35,4044.957,3272.3774,356.60699999999997,415.97260000000006,-59.365600000000086
2025-02-01,2025-02-01 00:00:00,2025-01-31 18:00:00,0,16,22,2025-02-01 16:00:00,1973.5875,1974.8296,1309.8672,1.2420999999999367,663.7203000000002,-662.4782000000002
2025-02-01,2025-02-01 00:00:00,2025-01-31 18:00:00,0,17,23,2025-02-01 17:00:00,358.2375,344.638,275.2273,13.599500000000035,83.0102,-69.41069999999996
2025-02-01,2025-02-01 00:00:00,2025-01-31 18:00:00,0,18,24,2025-02-01 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,2025-02-01 06:00:00,2025-02-01 00:00:00,6,1,7,2025-02-01 07:00:00,340.5,351.8186,346.9466,11.318600000000004,6.4465999999999894,4.872000000000014
2025-02-01,2025-02-01 06:00:00,2025-02-01 00:00:00,6,2,8,2025-02-01 08:00:00,2004.1125,2055.0921,2070.1164,50.97959999999989,66.00389999999993,-15.02430000000004
2025-02-01,2025-02-01 06:00:00,2025-02-01 00:00:00,6,3,9,2025-02-01 09:00:00,3731.7,3840.8664,3894.6354,109.16640000000007,162.9354000000003,-53.76900000000023
2025-02-01,2025-02-01 06:00:00,2025-02-01 00:00:00,6,4,10,2025-02-01 10:00:00,5364.1125,5817.8346,5872.2251,453.72209999999995,508.1125999999995,-54.39049999999952
2025-02-01,2025-02-01 06:00:00,2025-02-01 00:00:00,6,5,11,2025-02-01 11:00:00,6361.65,7046.6046,6798.0513,684.9546,436.40130000000045,248.55329999999958
2025-02-01,2025-02-01 06:00:00,2025-02-01 00:00:00,6,6,12,2025-02-01 12:00:00,6603.9375,6729.8795,6974.8083,125.94200000000001,370.8707999999997,-244.92879999999968
2025-02-01,2025-02-01 06:00:00,2025-02-01 00:00:00,6,7,13,2025-02-01 13:00:00,6313.35,6041.7638,6980.8006,271.58620000000064,667.4505999999992,-395.86439999999857
2025-02-01,2025-02-01 06:00:00,2025-02-01 00:00:00,6,8,14,2025-02-01 14:00:00,5251.125,5020.7001,5666.3176,230.42489999999998,415.1926000000003,-184.76770000000033
2025-02-01,2025-02-01 06:00:00,2025-02-01 00:00:00,6,9,15,2025-02-01 15:00:00,3688.35,3272.3774,3746.5408,415.97260000000006,58.19080000000031,357.78179999999975
2025-02-01,2025-02-01 06:00:00,2025-02-01 00:00:00,6,10,16,2025-02-01 16:00:00,1973.5875,1309.8672,2112.8236,663.7203000000002,139.23610000000008,524.4842000000001
2025-02-01,2025-02-01 06:00:00,2025-02-01 00:00:00,6,11,17,2025-02-01 17:00:00,358.2375,275.2273,388.5491,83.0102,30.3116,52.6986
2025-02-01,2025-02-01 06:00:00,2025-02-01 00:00:00,6,12,18,2025-02-01 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,2025-02-01 06:00:00,2025-02-01 00:00:00,6,13,19,2025-02-01 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,2025-02-01 06:00:00,2025-02-01 00:00:00,6,14,20,2025-02-01 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,2025-02-01 06:00:00,2025-02-01 00:00:00,6,15,21,2025-02-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,2025-02-01 06:00:00,2025-02-01 00:00:00,6,16,22,2025-02-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,2025-02-01 06:00:00,2025-02-01 00:00:00,6,17,23,2025-02-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,2025-02-01 06:00:00,2025-02-01 00:00:00,6,18,24,2025-02-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,2025-02-01 12:00:00,2025-02-01 06:00:00,12,1,7,2025-02-01 13:00:00,6313.35,6980.8006,6292.3136,667.4505999999992,21.036399999999958,646.4141999999993
2025-02-01,2025-02-01 12:00:00,2025-02-01 06:00:00,12,2,8,2025-02-01 14:00:00,5251.125,5666.3176,5206.092,415.1926000000003,45.03300000000036,370.15959999999995
2025-02-01,2025-02-01 12:00:00,2025-02-01 06:00:00,12,3,9,2025-02-01 15:00:00,3688.35,3746.5408,3634.1271,58.19080000000031,54.222899999999754,3.9679000000005544
2025-02-01,2025-02-01 12:00:00,2025-02-01 06:00:00,12,4,10,2025-02-01 16:00:00,1973.5875,2112.8236,1920.1047,139.23610000000008,53.4828,85.75330000000008
2025-02-01,2025-02-01 12:00:00,2025-02-01 06:00:00,12,5,11,2025-02-01 17:00:00,358.2375,388.5491,335.9676,30.3116,22.269900000000007,8.041699999999992
2025-02-01,2025-02-01 12:00:00,2025-02-01 06:00:00,12,6,12,2025-02-01 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,2025-02-01 12:00:00,2025-02-01 06:00:00,12,7,13,2025-02-01 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,2025-02-01 12:00:00,2025-02-01 06:00:00,12,8,14,2025-02-01 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,2025-02-01 12:00:00,2025-02-01 06:00:00,12,9,15,2025-02-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,2025-02-01 12:00:00,2025-02-01 06:00:00,12,10,16,2025-02-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,2025-02-01 12:00:00,2025-02-01 06:00:00,12,11,17,2025-02-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,2025-02-01 12:00:00,2025-02-01 06:00:00,12,12,18,2025-02-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,2025-02-01 18:00:00,2025-02-01 12:00:00,18,1,7,2025-02-01 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,2025-02-01 18:00:00,2025-02-01 12:00:00,18,2,8,2025-02-01 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,2025-02-01 18:00:00,2025-02-01 12:00:00,18,3,9,2025-02-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,2025-02-01 18:00:00,2025-02-01 12:00:00,18,4,10,2025-02-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,2025-02-01 18:00:00,2025-02-01 12:00:00,18,5,11,2025-02-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,2025-02-01 18:00:00,2025-02-01 12:00:00,18,6,12,2025-02-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-02,2025-02-02 00:00:00,2025-02-01 18:00:00,0,1,7,2025-02-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-02,2025-02-02 00:00:00,2025-02-01 18:00:00,0,2,8,2025-02-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-02,2025-02-02 00:00:00,2025-02-01 18:00:00,0,3,9,2025-02-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-02,2025-02-02 00:00:00,2025-02-01 18:00:00,0,4,10,2025-02-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-02,2025-02-02 00:00:00,2025-02-01 18:00:00,0,5,11,2025-02-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-02,2025-02-02 00:00:00,2025-02-01 18:00:00,0,6,12,2025-02-02 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-02,2025-02-02 00:00:00,2025-02-01 18:00:00,0,7,13,2025-02-02 07:00:00,386.0625,327.5072,375.2276,58.55529999999999,10.834900000000005,47.720399999999984
2025-02-02,2025-02-02 00:00:00,2025-02-01 18:00:00,0,8,14,2025-02-02 08:00:00,1994.925,1823.046,2068.4134,171.8789999999999,73.48839999999996,98.39059999999995
2025-02-02,2025-02-02 00:00:00,2025-02-01 18:00:00,0,9,15,2025-02-02 09:00:00,3830.9625,4069.055,4083.9989,238.09249999999975,253.03639999999996,-14.943900000000212
2025-02-02,2025-02-02 00:00:00,2025-02-01 18:00:00,0,10,16,2025-02-02 10:00:00,5427.7125,5461.453,5106.4019,33.74050000000079,321.3105999999998,-287.570099999999
2025-02-02,2025-02-02 00:00:00,2025-02-01 18:00:00,0,11,17,2025-02-02 11:00:00,6330.4875,6900.8895,5942.0848,570.402,388.40270000000055,181.9992999999995
2025-02-02,2025-02-02 00:00:00,2025-02-01 18:00:00,0,12,18,2025-02-02 12:00:00,6888.0375,7444.3125,6336.8078,556.2749999999996,551.2297000000008,5.045299999998861
2025-02-02,2025-02-02 00:00:00,2025-02-01 18:00:00,0,13,19,2025-02-02 13:00:00,6407.175,7113.1685,6020.8029,705.9934999999996,386.3721000000005,319.6213999999991
2025-02-02,2025-02-02 00:00:00,2025-02-01 18:00:00,0,14,20,2025-02-02 14:00:00,5694.0,6398.5961,5246.8438,704.5960999999998,447.15620000000035,257.4398999999994
2025-02-02,2025-02-02 00:00:00,2025-02-01 18:00:00,0,15,21,2025-02-02 15:00:00,3990.7125,4790.25,4175.6368,799.5374999999999,184.92430000000013,614.6131999999998
2025-02-02,2025-02-02 00:00:00,2025-02-01 18:00:00,0,16,22,2025-02-02 16:00:00,2058.375,2561.73,2140.0738,503.355,81.69880000000012,421.6561999999999
2025-02-02,2025-02-02 00:00:00,2025-02-01 18:00:00,0,17,23,2025-02-02 17:00:00,380.5875,492.0532,411.1198,111.46570000000003,30.53230000000002,80.9334
2025-02-02,2025-02-02 00:00:00,2025-02-01 18:00:00,0,18,24,2025-02-02 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-02,2025-02-02 06:00:00,2025-02-02 00:00:00,6,1,7,2025-02-02 07:00:00,386.0625,375.2276,384.2618,10.834900000000005,1.8007000000000062,9.034199999999998
2025-02-02,2025-02-02 06:00:00,2025-02-02 00:00:00,6,2,8,2025-02-02 08:00:00,1994.925,2068.4134,1996.0391,73.48839999999996,1.1141000000000076,72.37429999999995
2025-02-02,2025-02-02 06:00:00,2025-02-02 00:00:00,6,3,9,2025-02-02 09:00:00,3830.9625,4083.9989,3819.9586,253.03639999999996,11.003900000000158,242.0324999999998
2025-02-02,2025-02-02 06:00:00,2025-02-02 00:00:00,6,4,10,2025-02-02 10:00:00,5427.7125,5106.4019,5545.8853,321.3105999999998,118.17280000000028,203.13779999999952
2025-02-02,2025-02-02 06:00:00,2025-02-02 00:00:00,6,5,11,2025-02-02 11:00:00,6330.4875,5942.0848,6449.2045,388.40270000000055,118.71699999999964,269.6857000000009
2025-02-02,2025-02-02 06:00:00,2025-02-02 00:00:00,6,6,12,2025-02-02 12:00:00,6888.0375,6336.8078,7053.2195,551.2297000000008,165.1819999999998,386.047700000001
2025-02-02,2025-02-02 06:00:00,2025-02-02 00:00:00,6,7,13,2025-02-02 13:00:00,6407.175,6020.8029,6205.08,386.3721000000005,202.09500000000025,184.27710000000025
2025-02-02,2025-02-02 06:00:00,2025-02-02 00:00:00,6,8,14,2025-02-02 14:00:00,5694.0,5246.8438,5647.0073,447.15620000000035,46.992699999999786,400.16350000000057
2025-02-02,2025-02-02 06:00:00,2025-02-02 00:00:00,6,9,15,2025-02-02 15:00:00,3990.7125,4175.6368,3844.7989,184.92430000000013,145.91360000000032,39.010699999999815
2025-02-02,2025-02-02 06:00:00,2025-02-02 00:00:00,6,10,16,2025-02-02 16:00:00,2058.375,2140.0738,2095.5448,81.69880000000012,37.16980000000012,44.528999999999996
2025-02-02,2025-02-02 06:00:00,2025-02-02 00:00:00,6,11,17,2025-02-02 17:00:00,380.5875,411.1198,434.0997,30.53230000000002,53.51220000000001,-22.979899999999986
2025-02-02,2025-02-02 06:00:00,2025-02-02 00:00:00,6,12,18,2025-02-02 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-02,2025-02-02 06:00:00,2025-02-02 00:00:00,6,13,19,2025-02-02 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-02,2025-02-02 06:00:00,2025-02-02 00:00:00,6,14,20,2025-02-02 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-02,2025-02-02 06:00:00,2025-02-02 00:00:00,6,15,21,2025-02-02 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-02,2025-02-02 06:00:00,2025-02-02 00:00:00,6,16,22,2025-02-02 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-02,2025-02-02 06:00:00,2025-02-02 00:00:00,6,17,23,2025-02-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-02,2025-02-02 06:00:00,2025-02-02 00:00:00,6,18,24,2025-02-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-02,2025-02-02 12:00:00,2025-02-02 06:00:00,12,1,7,2025-02-02 13:00:00,6407.175,6205.08,6307.0955,202.09500000000025,100.07949999999983,102.01550000000043
2025-02-02,2025-02-02 12:00:00,2025-02-02 06:00:00,12,2,8,2025-02-02 14:00:00,5694.0,5647.0073,5565.3615,46.992699999999786,128.63850000000002,-81.64580000000024
2025-02-02,2025-02-02 12:00:00,2025-02-02 06:00:00,12,3,9,2025-02-02 15:00:00,3990.7125,3844.7989,3872.0385,145.91360000000032,118.67399999999998,27.239600000000337
2025-02-02,2025-02-02 12:00:00,2025-02-02 06:00:00,12,4,10,2025-02-02 16:00:00,2058.375,2095.5448,1995.2786,37.16980000000012,63.0963999999999,-25.92659999999978
2025-02-02,2025-02-02 12:00:00,2025-02-02 06:00:00,12,5,11,2025-02-02 17:00:00,380.5875,434.0997,361.7719,53.51220000000001,18.81559999999996,34.696600000000046
2025-02-02,2025-02-02 12:00:00,2025-02-02 06:00:00,12,6,12,2025-02-02 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-02,2025-02-02 12:00:00,2025-02-02 06:00:00,12,7,13,2025-02-02 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-02,2025-02-02 12:00:00,2025-02-02 06:00:00,12,8,14,2025-02-02 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-02,2025-02-02 12:00:00,2025-02-02 06:00:00,12,9,15,2025-02-02 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-02,2025-02-02 12:00:00,2025-02-02 06:00:00,12,10,16,2025-02-02 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-02,2025-02-02 12:00:00,2025-02-02 06:00:00,12,11,17,2025-02-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-02,2025-02-02 12:00:00,2025-02-02 06:00:00,12,12,18,2025-02-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-02,2025-02-02 18:00:00,2025-02-02 12:00:00,18,1,7,2025-02-02 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-02,2025-02-02 18:00:00,2025-02-02 12:00:00,18,2,8,2025-02-02 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-02,2025-02-02 18:00:00,2025-02-02 12:00:00,18,3,9,2025-02-02 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-02,2025-02-02 18:00:00,2025-02-02 12:00:00,18,4,10,2025-02-02 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-02,2025-02-02 18:00:00,2025-02-02 12:00:00,18,5,11,2025-02-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-02,2025-02-02 18:00:00,2025-02-02 12:00:00,18,6,12,2025-02-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-03,2025-02-03 00:00:00,2025-02-02 18:00:00,0,1,7,2025-02-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-03,2025-02-03 00:00:00,2025-02-02 18:00:00,0,2,8,2025-02-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-03,2025-02-03 00:00:00,2025-02-02 18:00:00,0,3,9,2025-02-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-03,2025-02-03 00:00:00,2025-02-02 18:00:00,0,4,10,2025-02-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-03,2025-02-03 00:00:00,2025-02-02 18:00:00,0,5,11,2025-02-03 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-03,2025-02-03 00:00:00,2025-02-02 18:00:00,0,6,12,2025-02-03 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-03,2025-02-03 00:00:00,2025-02-02 18:00:00,0,7,13,2025-02-03 07:00:00,433.35,429.8173,408.0103,3.532700000000034,25.33970000000005,-21.807000000000016
2025-02-03,2025-02-03 00:00:00,2025-02-02 18:00:00,0,8,14,2025-02-03 08:00:00,2476.0125,2252.1186,2205.3115,223.89390000000003,270.701,-46.80709999999999
2025-02-03,2025-02-03 00:00:00,2025-02-02 18:00:00,0,9,15,2025-02-03 09:00:00,4054.1625,3693.9356,3914.3949,360.2269000000001,139.76760000000013,220.45929999999998
2025-02-03,2025-02-03 00:00:00,2025-02-02 18:00:00,0,10,16,2025-02-03 10:00:00,5366.325,5328.8078,5138.3128,37.51720000000023,228.01220000000012,-190.4949999999999
2025-02-03,2025-02-03 00:00:00,2025-02-02 18:00:00,0,11,17,2025-02-03 11:00:00,6356.2125,6753.8194,5560.2815,397.6069000000007,795.9309999999996,-398.3240999999989
2025-02-03,2025-02-03 00:00:00,2025-02-02 18:00:00,0,12,18,2025-02-03 12:00:00,6392.925,6414.659,5718.6903,21.73399999999947,674.2347,-652.5007000000005
2025-02-03,2025-02-03 00:00:00,2025-02-02 18:00:00,0,13,19,2025-02-03 13:00:00,5978.475,7116.0685,5557.5033,1137.5935,420.97170000000006,716.6217999999999
2025-02-03,2025-02-03 00:00:00,2025-02-02 18:00:00,0,14,20,2025-02-03 14:00:00,5316.1125,6519.6,4633.3349,1203.4875000000002,682.7776000000003,520.7098999999998
2025-02-03,2025-02-03 00:00:00,2025-02-02 18:00:00,0,15,21,2025-02-03 15:00:00,3956.325,4487.1542,3703.4216,530.8292000000001,252.9033999999997,277.92580000000044
2025-02-03,2025-02-03 00:00:00,2025-02-02 18:00:00,0,16,22,2025-02-03 16:00:00,2150.4,2015.9847,2083.4049,134.41530000000012,66.9951000000001,67.42020000000002
2025-02-03,2025-02-03 00:00:00,2025-02-02 18:00:00,0,17,23,2025-02-03 17:00:00,383.2875,389.2807,362.8687,5.993200000000002,20.418800000000033,-14.425600000000031
2025-02-03,2025-02-03 00:00:00,2025-02-02 18:00:00,0,18,24,2025-02-03 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-03,2025-02-03 06:00:00,2025-02-03 00:00:00,6,1,7,2025-02-03 07:00:00,433.35,408.0103,436.108,25.33970000000005,2.7579999999999814,22.58170000000007
2025-02-03,2025-02-03 06:00:00,2025-02-03 00:00:00,6,2,8,2025-02-03 08:00:00,2476.0125,2205.3115,2505.2194,270.701,29.206900000000132,241.4940999999999
2025-02-03,2025-02-03 06:00:00,2025-02-03 00:00:00,6,3,9,2025-02-03 09:00:00,4054.1625,3914.3949,4080.8733,139.76760000000013,26.71080000000029,113.05679999999984
2025-02-03,2025-02-03 06:00:00,2025-02-03 00:00:00,6,4,10,2025-02-03 10:00:00,5366.325,5138.3128,5365.2102,228.01220000000012,1.1147999999993772,226.89740000000074
2025-02-03,2025-02-03 06:00:00,2025-02-03 00:00:00,6,5,11,2025-02-03 11:00:00,6356.2125,5560.2815,6311.3684,795.9309999999996,44.844099999999344,751.0869000000002
2025-02-03,2025-02-03 06:00:00,2025-02-03 00:00:00,6,6,12,2025-02-03 12:00:00,6392.925,5718.6903,6424.0303,674.2347,31.10530000000017,643.1293999999998
2025-02-03,2025-02-03 06:00:00,2025-02-03 00:00:00,6,7,13,2025-02-03 13:00:00,5978.475,5557.5033,5591.5903,420.97170000000006,386.8847000000005,34.086999999999534
2025-02-03,2025-02-03 06:00:00,2025-02-03 00:00:00,6,8,14,2025-02-03 14:00:00,5316.1125,4633.3349,5160.418,682.7776000000003,155.69450000000052,527.0830999999998
2025-02-03,2025-02-03 06:00:00,2025-02-03 00:00:00,6,9,15,2025-02-03 15:00:00,3956.325,3703.4216,3980.662,252.9033999999997,24.33699999999999,228.5663999999997
2025-02-03,2025-02-03 06:00:00,2025-02-03 00:00:00,6,10,16,2025-02-03 16:00:00,2150.4,2083.4049,2217.5069,66.9951000000001,67.10689999999977,-0.11179999999967549
2025-02-03,2025-02-03 06:00:00,2025-02-03 00:00:00,6,11,17,2025-02-03 17:00:00,383.2875,362.8687,356.4207,20.418800000000033,26.866800000000012,-6.447999999999979
2025-02-03,2025-02-03 06:00:00,2025-02-03 00:00:00,6,12,18,2025-02-03 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-03,2025-02-03 06:00:00,2025-02-03 00:00:00,6,13,19,2025-02-03 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-03,2025-02-03 06:00:00,2025-02-03 00:00:00,6,14,20,2025-02-03 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-03,2025-02-03 06:00:00,2025-02-03 00:00:00,6,15,21,2025-02-03 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-03,2025-02-03 06:00:00,2025-02-03 00:00:00,6,16,22,2025-02-03 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-03,2025-02-03 06:00:00,2025-02-03 00:00:00,6,17,23,2025-02-03 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-03,2025-02-03 06:00:00,2025-02-03 00:00:00,6,18,24,2025-02-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-03,2025-02-03 12:00:00,2025-02-03 06:00:00,12,1,7,2025-02-03 13:00:00,5978.475,5591.5903,6026.4449,386.8847000000005,47.96990000000005,338.91480000000047
2025-02-03,2025-02-03 12:00:00,2025-02-03 06:00:00,12,2,8,2025-02-03 14:00:00,5316.1125,5160.418,5365.985,155.69450000000052,49.87249999999949,105.82200000000103
2025-02-03,2025-02-03 12:00:00,2025-02-03 06:00:00,12,3,9,2025-02-03 15:00:00,3956.325,3980.662,3990.6185,24.33699999999999,34.29350000000022,-9.956500000000233
2025-02-03,2025-02-03 12:00:00,2025-02-03 06:00:00,12,4,10,2025-02-03 16:00:00,2150.4,2217.5069,2110.493,67.10689999999977,39.90700000000015,27.199899999999616
2025-02-03,2025-02-03 12:00:00,2025-02-03 06:00:00,12,5,11,2025-02-03 17:00:00,383.2875,356.4207,382.8835,26.866800000000012,0.40399999999999636,26.462800000000016
2025-02-03,2025-02-03 12:00:00,2025-02-03 06:00:00,12,6,12,2025-02-03 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-03,2025-02-03 12:00:00,2025-02-03 06:00:00,12,7,13,2025-02-03 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-03,2025-02-03 12:00:00,2025-02-03 06:00:00,12,8,14,2025-02-03 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-03,2025-02-03 12:00:00,2025-02-03 06:00:00,12,9,15,2025-02-03 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-03,2025-02-03 12:00:00,2025-02-03 06:00:00,12,10,16,2025-02-03 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-03,2025-02-03 12:00:00,2025-02-03 06:00:00,12,11,17,2025-02-03 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-03,2025-02-03 12:00:00,2025-02-03 06:00:00,12,12,18,2025-02-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-03,2025-02-03 18:00:00,2025-02-03 12:00:00,18,1,7,2025-02-03 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-03,2025-02-03 18:00:00,2025-02-03 12:00:00,18,2,8,2025-02-03 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-03,2025-02-03 18:00:00,2025-02-03 12:00:00,18,3,9,2025-02-03 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-03,2025-02-03 18:00:00,2025-02-03 12:00:00,18,4,10,2025-02-03 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-03,2025-02-03 18:00:00,2025-02-03 12:00:00,18,5,11,2025-02-03 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-03,2025-02-03 18:00:00,2025-02-03 12:00:00,18,6,12,2025-02-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-04,2025-02-04 00:00:00,2025-02-03 18:00:00,0,1,7,2025-02-04 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-04,2025-02-04 00:00:00,2025-02-03 18:00:00,0,2,8,2025-02-04 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-04,2025-02-04 00:00:00,2025-02-03 18:00:00,0,3,9,2025-02-04 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
