时刻,测试期Shapley_元,全年Shapley_元,测试期占比
6:00,117176.38935458411,124190.22427310453,0.17314802860656375
12:00,322217.4727571302,342663.2303912121,0.47613107467971
18:00,237347.24951155795,262811.081860795,0.3507208967137262
