模型,对象,月份,MAE,RMSE,WAPE_percent,Bias,R2,Daily_energy_MAPE_percent,Daily_energy_MAE,Daily_peak_MAE,Daylight_MAE,Daylight_WAPE_percent,Overforecast_rate_percent
日总量+归一化曲线,光伏,2,125.41485263539774,249.58276245990336,6.377630615476757,-79.95243711557539,0.9911589108976027,4.574494787824253,2220.3098000000005,432.86737232787266,261.0266342590444,6.376850344254974,23.48993288590604
日总量+归一化曲线,光伏,3,169.83857595755322,326.0223343846852,7.370836520349814,-78.46478168682793,0.9876255245953971,5.555557764046709,3072.0781793010774,622.7102911477747,326.20339172510506,7.37025125421213,25.602409638554217
日总量+归一化曲线,光伏,4,194.09528107170897,371.0582483364985,7.184228788654405,-103.59929609953701,0.9868008750312462,5.270458135022652,3472.026865277778,725.0314118638855,345.8913864608455,7.183810561039652,25.90759075907591
日总量+归一化曲线,光伏,5,181.24204008135743,330.3267220879658,6.457932845670987,-30.282183456541162,0.989357817566908,3.5561618319952846,2400.7320373655916,568.3322027997648,306.33130724753755,6.457607968794974,38.20522529344945
日总量+归一化曲线,光伏,6,195.67105837559873,385.27700386942314,8.256767024246434,20.070924571759292,0.9790334726366562,5.22730023838415,2957.891395833333,543.1718678825333,316.2330931230401,8.25670594155692,49.943883277216614
日总量+归一化曲线,光伏,7,179.40311455006665,334.12757245737725,6.587820909601497,-23.505283064516068,0.9883370729474569,3.8401336360837437,2503.770153225807,544.034561799059,299.3490831241398,6.587045557466155,50.91588785046729
日总量+归一化曲线,光伏,8,182.93632936890583,343.9934516544713,6.273551532367659,-35.60544317876337,0.9899197774517561,3.8241253954771426,2680.7889825268817,532.4839372710859,318.54107563635466,6.271978155185905,49.20015606710886
日总量+归一化曲线,光伏,9,162.09978028764158,308.0825339758414,6.216436991539045,51.76611891203711,0.9910104911750743,3.6679211001302643,2256.3593955555552,448.39940104294345,302.4842034198915,6.2135923832624895,67.2428694900605
日总量+归一化曲线,光伏,10,133.50547266785742,275.06335286887605,5.646691861212167,6.659030443548444,0.9923315790098929,3.736273098218554,2145.6689801075263,434.37799254473094,268.5294591891066,5.643204571212604,60.820559062218216
日总量+归一化曲线,光伏,11,93.4426940616867,192.64683075768667,5.039036158286563,37.187332656250064,0.994468848156715,2.5870079681433196,1119.7895515277792,343.97198042036274,203.1825322926658,5.037163206056806,66.11278952668681
日总量+归一化曲线,光伏,12,91.26975957483722,191.43428907810915,6.029035216630393,64.36255038642479,0.9921956058039813,4.432567333030056,1599.7050124999998,250.9242080079054,203.3862247623996,6.028387062327774,75.13729405891164
晴空包络短期外推,光伏,2,108.93451716947037,223.7789960680157,5.539568058991638,1.3961362631012486,0.9928925267277835,3.331926366632559,1568.6717147475576,353.38977301079586,226.71330932964696,5.53857980335909,50.02581311306143
晴空包络短期外推,光伏,3,161.64540353421964,325.90208761133346,7.015260443625504,1.0267484661879183,0.9876346510641982,4.896848866234679,2605.8634565367706,528.540830163989,310.4569395289483,7.014475342642466,45.137693631669535
晴空包络短期外推,光伏,4,179.84773414323635,353.2515757239339,6.6568711102705524,7.929561645554298,0.9880373009781912,3.579817539722367,2272.542364456364,606.0351383933695,320.49306494485904,6.656313382789225,49.051155115511555
晴空包络短期外推,光伏,5,186.5498411010033,344.94738176945924,6.6470579654702915,2.3839544295043704,0.9883948972555732,3.4976194706435466,2341.5950739567725,507.7282386718253,315.29995473725563,6.646671274205403,49.86747444149943
晴空包络短期外推,光伏,6,232.6863228241803,447.08585407811916,9.818706829908173,-18.70260226583089,0.9717666646166028,7.2950677778271436,4183.8043703953535,616.8205255085652,376.05018713963113,9.818503761942821,45.37972315750093
晴空包络短期外推,光伏,7,195.2675677608078,371.1764215436168,7.17037588275916,53.55721275480371,0.9856072530632198,4.457474331752217,2884.5063882898753,548.9260803182066,325.8271873148816,7.169684651461385,57.345794392523366
晴空包络短期外推,光伏,8,194.01571830168484,370.7262375428541,6.653504041837587,0.28524664588205534,0.9882921697505967,4.408756686906387,3078.141795116902,486.8016689865624,337.85556210993695,6.652274595759349,54.11626999609832
晴空包络短期外推,光伏,9,152.32332569107507,302.27493797386626,5.841515360600652,3.8004407676314544,0.9913462152384227,3.159367862936133,1979.0529487587269,424.7188515210472,284.275389023531,5.839549212867873,54.40795159896283
晴空包络短期外推,光伏,10,154.04037834898205,324.1676021944491,6.515227678233268,11.127246232561353,0.9893492620481409,4.920425435458367,2827.0174362266976,529.4573273856552,309.89807390737104,6.512574942671325,58.02524797114518
晴空包络短期外推,光伏,11,98.59406400525197,207.5674587893963,5.316831438816464,-10.921777219483687,0.9935788860036923,2.4380696571000118,1088.9748591031212,335.8824130597028,214.41487229891067,5.315627743135611,51.40986908358509
晴空包络短期外推,光伏,12,78.12495384798878,170.30728431555139,5.160724650106416,-19.644139888672452,0.9938231623685417,2.696722574110826,981.9018807860614,274.5692147847462,174.08525652409452,5.159903574580129,39.69046430354468
自适应加权Baseline,光伏,2,115.29776029719689,228.1936828875288,5.863153450453132,-64.39746463503305,0.9926093297098227,3.8986205498205257,1880.8981155494787,392.43415726248156,239.96579245076433,5.862336426099984,25.86473928755808
自适应加权Baseline,光伏,3,154.40931392970035,307.11495518914074,6.7012208726929,-37.10733052144705,0.9890191989812991,4.409520886928961,2417.2039727837537,517.2805163662284,296.57076252414544,6.700730556162419,33.304647160068846
自适应加权Baseline,光伏,4,172.13332259067383,330.90966699555224,6.3713304353121964,-41.210378710849156,0.9895026453546872,3.699263021616593,2394.1975838806434,608.5387831237338,306.748645551352,6.370855840163743,33.78712871287129
自适应加权Baseline,光伏,5,177.9123408732292,326.6139355470576,6.339290537999304,5.755647674845452,0.9895957038529157,3.179409226041681,2124.8214076723757,499.81304377735256,300.70195512755686,6.338938579643166,44.14994320333207
自适应加权Baseline,光伏,6,202.02098838900648,392.74987393580994,8.524716168980637,52.13833817840474,0.9782122472602562,5.72694633501762,3237.5343282326753,539.1351424764109,326.49583765687873,8.524661654010634,54.20875420875421
自适应加权Baseline,光伏,7,176.7685563243418,332.26019539487936,6.491077897026043,-26.637158138391086,0.9884670725321815,3.5148024208833153,2303.4522305483583,545.3607896489996,294.9532354752183,6.490316853890608,49.94392523364486
自适应加权Baseline,光伏,8,186.6576690068503,352.4041018024104,6.40116979205739,-22.168247277604646,0.9894208279711976,3.72651400088016,2601.980297233216,531.6610824685955,325.0382968123391,6.39990648971475,51.892313694888806
自适应加权Baseline,光伏,9,152.0384842811787,289.2748795708007,5.830591849945303,51.52299004149699,0.9920745624062833,3.2434086356622727,1984.3310241058025,382.12129446234127,283.68925294256746,5.82750887936598,67.15643906655143
自适应加权Baseline,光伏,10,138.1739686802994,285.0204874212137,5.844148623925868,23.905260656432343,0.991766345500662,4.16644438068664,2389.0904979813045,462.44764706310883,277.94663060785194,5.841108462125115,65.05861136158701
自适应加权Baseline,光伏,11,97.28186833241064,200.76443040883206,5.246069336882315,53.70892697689354,0.9939928927558312,3.3340643492912103,1440.2126302281474,327.4488698050619,211.53794762043492,5.2443049823968035,72.8600201409869
自适应加权Baseline,光伏,12,74.14951089596222,159.0379132571166,4.898117564570923,18.598034162021804,0.9946135693207692,2.3976893770574694,869.2165698135965,238.90167198469018,165.22756801184232,4.897360843912058,59.06140788816775
