日期,时段序号,开始时刻,结束时刻,时间区间,时长_h,区间平均电价,预测负载功率,预测光伏功率,预测净负荷功率
2025-02-14,122,20:10,20:20,20:10—20:20,0.166667,1.345650,2729.843628,0.000000,2729.843628
2025-02-14,123,20:20,20:30,20:20—20:30,0.166667,1.344450,2737.437134,0.000000,2737.437134
2025-02-14,124,20:30,20:40,20:30—20:40,0.166667,1.372050,2788.900391,0.000000,2788.900391
2025-02-14,125,20:40,20:50,20:40—20:50,0.166667,1.308900,2790.828735,0.000000,2790.828735
2025-02-14,126,20:50,21:00,20:50—21:00,0.166667,1.077900,2757.731934,0.000000,2757.731934
2025-02-14,127,21:00,21:10,21:00—21:10,0.166667,0.920000,2755.686890,0.000000,2755.686890
2025-02-14,128,21:10,21:20,21:10—21:20,0.166667,0.921950,2778.773438,0.000000,2778.773438
2025-02-14,129,21:20,21:30,21:20—21:30,0.166667,0.937100,2857.780884,0.000000,2857.780884
2025-02-14,130,21:30,21:40,21:30—21:40,0.166667,0.962100,2843.922363,0.000000,2843.922363
2025-02-14,131,21:40,21:50,21:40—21:50,0.166667,0.881750,2738.588623,0.000000,2738.588623
2025-02-14,132,21:50,22:00,21:50—22:00,0.166667,0.598650,2544.074219,0.000000,2544.074219
2025-02-14,133,22:00,22:10,22:00—22:10,0.166667,0.403400,2369.024902,0.000000,2369.024902
2025-02-14,134,22:10,22:20,22:10—22:20,0.166667,0.411350,2363.102783,0.000000,2363.102783
2025-02-14,135,22:20,22:30,22:20—22:30,0.166667,0.428300,2378.542603,0.000000,2378.542603
2025-02-14,136,22:30,22:40,22:30—22:40,0.166667,0.419200,2386.041260,0.000000,2386.041260
2025-02-14,137,22:40,22:50,22:40—22:50,0.166667,0.421350,2388.488892,0.000000,2388.488892
2025-02-14,138,22:50,23:00,22:50—23:00,0.166667,0.423900,2388.627930,0.000000,2388.627930
2025-02-14,139,23:00,23:10,23:00—23:10,0.166667,0.424250,2387.723267,0.000000,2387.723267
2025-02-14,140,23:10,23:20,23:10—23:20,0.166667,0.424400,2392.739258,0.000000,2392.739258
2025-02-14,141,23:20,23:30,23:20—23:30,0.166667,0.423000,2400.654785,0.000000,2400.654785
2025-02-14,142,23:30,23:40,23:30—23:40,0.166667,0.423000,2423.201416,0.000000,2423.201416
2025-02-14,143,23:40,23:50,23:40—23:50,0.166667,0.425550,2415.862427,0.000000,2415.862427
2025-02-14,144,23:50,次日00:00,23:50—次日00:00,0.166667,0.427350,2403.875610,0.000000,2403.875610
2025-02-15,1,00:00,00:10,00:00—00:10,0.166667,0.426200,2480.226899,0.000000,2480.226899
2025-02-15,2,00:10,00:20,00:10—00:20,0.166667,0.424650,2446.086548,0.000000,2446.086548
2025-02-15,3,00:20,00:30,00:20—00:30,0.166667,0.425700,2447.070312,0.000000,2447.070312
2025-02-15,4,00:30,00:40,00:30—00:40,0.166667,0.427050,2466.480957,0.000000,2466.480957
2025-02-15,5,00:40,00:50,00:40—00:50,0.166667,0.427150,2492.918091,0.000000,2492.918091
2025-02-15,6,00:50,01:00,00:50—01:00,0.166667,0.427800,2473.699951,0.000000,2473.699951
2025-02-15,7,01:00,01:10,01:00—01:10,0.166667,0.429800,2504.581421,0.000000,2504.581421
2025-02-15,8,01:10,01:20,01:10—01:20,0.166667,0.430650,2548.962524,0.000000,2548.962524
2025-02-15,9,01:20,01:30,01:20—01:30,0.166667,0.429050,2511.414551,0.000000,2511.414551
2025-02-15,10,01:30,01:40,01:30—01:40,0.166667,0.429550,2527.991943,0.000000,2527.991943
2025-02-15,11,01:40,01:50,01:40—01:50,0.166667,0.432250,2566.904785,0.000000,2566.904785
2025-02-15,12,01:50,02:00,01:50—02:00,0.166667,0.432200,2590.307007,0.000000,2590.307007
2025-02-15,13,02:00,02:10,02:00—02:10,0.166667,0.430200,2663.154175,0.000000,2663.154175
2025-02-15,14,02:10,02:20,02:10—02:20,0.166667,0.430850,2729.344238,0.000000,2729.344238
2025-02-15,15,02:20,02:30,02:20—02:30,0.166667,0.434550,2755.946167,0.000000,2755.946167
2025-02-15,16,02:30,02:40,02:30—02:40,0.166667,0.435750,2772.552856,0.000000,2772.552856
2025-02-15,17,02:40,02:50,02:40—02:50,0.166667,0.434150,2765.205322,0.000000,2765.205322
2025-02-15,18,02:50,03:00,02:50—03:00,0.166667,0.434600,2772.769775,0.000000,2772.769775
2025-02-15,19,03:00,03:10,03:00—03:10,0.166667,0.436550,2801.950928,0.000000,2801.950928
2025-02-15,20,03:10,03:20,03:10—03:20,0.166667,0.437250,2818.168091,0.000000,2818.168091
2025-02-15,21,03:20,03:30,03:20—03:30,0.166667,0.436350,2828.716431,0.000000,2828.716431
2025-02-15,22,03:30,03:40,03:30—03:40,0.166667,0.435450,2846.377563,0.000000,2846.377563
2025-02-15,23,03:40,03:50,03:40—03:50,0.166667,0.435650,2863.897095,0.000000,2863.897095
2025-02-15,24,03:50,04:00,03:50—04:00,0.166667,0.436900,2857.064331,0.000000,2857.064331
2025-02-15,25,04:00,04:10,04:00—04:10,0.166667,0.438950,2861.763916,0.000000,2861.763916
2025-02-15,26,04:10,04:20,04:10—04:20,0.166667,0.439500,2908.910645,0.000000,2908.910645
2025-02-15,27,04:20,04:30,04:20—04:30,0.166667,0.437650,2975.071533,0.000000,2975.071533
2025-02-15,28,04:30,04:40,04:30—04:40,0.166667,0.437850,2983.337280,0.000364,2983.336916
2025-02-15,29,04:40,04:50,04:40—04:50,0.166667,0.440750,2917.506836,0.000364,2917.506472
2025-02-15,30,04:50,05:00,04:50—05:00,0.166667,0.440850,2911.197876,0.000000,2911.197876
2025-02-15,31,05:00,05:10,05:00—05:10,0.166667,0.436400,2907.291626,0.006779,2907.284847
2025-02-15,32,05:10,05:20,05:10—05:20,0.166667,0.438600,2905.500244,0.006779,2905.493466
2025-02-15,33,05:20,05:30,05:20—05:30,0.166667,0.437000,2974.150146,0.000000,2974.150146
2025-02-15,34,05:30,05:40,05:30—05:40,0.166667,0.400700,3018.176514,0.094386,3018.082128
2025-02-15,35,05:40,05:50,05:40—05:50,0.166667,0.471050,3044.582520,0.094386,3044.488134
2025-02-15,36,05:50,06:00,05:50—06:00,0.166667,0.740350,2987.120117,0.000000,2987.120117
2025-02-15,37,06:00,06:10,06:00—06:10,0.166667,0.923350,2939.762207,1.314643,2938.447564
2025-02-15,38,06:10,06:20,06:10—06:20,0.166667,0.906300,2966.691528,1.314643,2965.376885
2025-02-15,39,06:20,06:30,06:20—06:30,0.166667,0.875850,2970.208252,0.000000,2970.208252
2025-02-15,40,06:30,06:40,06:30—06:40,0.166667,0.868000,2948.477661,44.040036,2904.437625
2025-02-15,41,06:40,06:50,06:40—06:50,0.166667,0.852150,2956.138550,188.287143,2767.851407
2025-02-15,42,06:50,07:00,06:50—07:00,0.166667,0.838800,3213.531738,425.593536,2787.938203
2025-02-15,43,07:00,07:10,07:00—07:10,0.166667,0.821300,3554.997192,698.749829,2856.247364
2025-02-15,44,07:10,07:20,07:10—07:20,0.166667,0.803200,3592.652100,977.143464,2615.508635
2025-02-15,45,07:20,07:30,07:20—07:30,0.166667,0.780800,3478.090576,1271.358814,2206.731762
2025-02-15,46,07:30,07:40,07:30—07:40,0.166667,0.727150,3511.813721,1575.817893,1935.995828
2025-02-15,47,07:40,07:50,07:40—07:50,0.166667,0.774950,3616.682617,1886.818764,1729.863853
2025-02-15,48,07:50,08:00,07:50—08:00,0.166667,1.010850,3644.230225,2208.487479,1435.742746
2025-02-15,49,08:00,08:10,08:00—08:10,0.166667,1.165000,3506.786011,2532.888407,973.897604
2025-02-15,50,08:10,08:20,08:10—08:20,0.166667,1.131950,3351.054443,2860.798471,490.255972
2025-02-15,51,08:20,08:30,08:20—08:30,0.166667,1.090250,3370.656738,3188.530600,182.126138
2025-02-15,52,08:30,08:40,08:30—08:40,0.166667,1.072950,3390.882202,3487.375100,-96.492898
2025-02-15,53,08:40,08:50,08:40—08:50,0.166667,1.052000,3511.414673,3787.019879,-275.605206
2025-02-15,54,08:50,09:00,08:50—09:00,0.166667,1.039500,3884.690186,4122.027814,-237.337629
2025-02-15,55,09:00,09:10,09:00—09:10,0.166667,1.025350,4120.691650,4418.053086,-297.361435
2025-02-15,56,09:10,09:20,09:10—09:20,0.166667,1.003450,4117.631104,4655.120807,-537.489704
2025-02-15,57,09:20,09:30,09:20—09:30,0.166667,0.981100,4123.165039,4908.780221,-785.615182
2025-02-15,58,09:30,09:40,09:30—09:40,0.166667,0.956100,4156.565674,5201.647836,-1045.082162
2025-02-15,59,09:40,09:50,09:40—09:50,0.166667,0.949550,4172.522217,5475.513271,-1302.991055
2025-02-15,60,09:50,10:00,09:50—10:00,0.166667,0.977300,4077.589966,5672.887757,-1595.297791
2025-02-15,61,10:00,10:10,10:00—10:10,0.166667,0.994800,4048.264526,5817.698329,-1769.433802
2025-02-15,62,10:10,10:20,10:10—10:20,0.166667,0.975350,4101.718140,5972.501107,-1870.782967
2025-02-15,63,10:20,10:30,10:20—10:30,0.166667,0.956850,3986.378052,6156.101886,-2169.723834
2025-02-15,64,10:30,10:40,10:30—10:40,0.166667,0.969400,3912.287109,6325.124314,-2412.837205
2025-02-15,65,10:40,10:50,10:40—10:50,0.166667,0.891450,3893.838623,6457.858721,-2564.020098
2025-02-15,66,10:50,11:00,10:50—11:00,0.166667,0.650750,3815.017822,6580.436193,-2765.418371
2025-02-15,67,11:00,11:10,11:00—11:10,0.166667,0.484350,3799.770142,6706.419457,-2906.649316
2025-02-15,68,11:10,11:20,11:10—11:20,0.166667,0.483450,3816.180176,6817.486029,-3001.305853
2025-02-15,69,11:20,11:30,11:20—11:30,0.166667,0.491700,3799.005859,6878.806750,-3079.800891
2025-02-15,70,11:30,11:40,11:30—11:40,0.166667,0.480600,3862.661621,6874.211671,-3011.550050
2025-02-15,71,11:40,11:50,11:40—11:50,0.166667,0.472350,3882.200195,6853.230414,-2971.030219
2025-02-15,72,11:50,12:00,11:50—12:00,0.166667,0.454700,3756.649536,6877.116957,-3120.467421
2025-02-15,73,12:00,12:10,12:00—12:10,0.166667,0.442150,3727.213745,6923.552279,-3196.338533
2025-02-15,74,12:10,12:20,12:10—12:20,0.166667,0.448100,3748.069824,6928.310186,-3180.240361
2025-02-15,75,12:20,12:30,12:20—12:30,0.166667,0.450700,3629.871094,6877.465943,-3247.594849
2025-02-15,76,12:30,12:40,12:30—12:40,0.166667,0.428800,3538.199951,6827.544829,-3289.344877
2025-02-15,77,12:40,12:50,12:40—12:50,0.166667,0.489750,3621.411743,6791.574500,-3170.162757
2025-02-15,78,12:50,13:00,12:50—13:00,0.166667,0.698050,3704.956055,6713.076100,-3008.120045
2025-02-15,79,13:00,13:10,13:00—13:10,0.166667,0.845750,3675.321533,6566.282164,-2890.960631
2025-02-15,80,13:10,13:20,13:10—13:20,0.166667,0.852600,3604.567993,6408.994400,-2804.426407
2025-02-15,81,13:20,13:30,13:20—13:30,0.166667,0.851700,3598.020996,6293.657771,-2695.636775
2025-02-15,82,13:30,13:40,13:30—13:40,0.166667,0.862050,3604.652954,6159.738771,-2555.085817
2025-02-15,83,13:40,13:50,13:40—13:50,0.166667,0.882450,3582.602661,5953.759064,-2371.156403
2025-02-15,84,13:50,14:00,13:50—14:00,0.166667,0.939000,3586.701538,5710.759579,-2124.058040
2025-02-15,85,14:00,14:10,14:00—14:10,0.166667,0.987800,3555.059204,5488.771364,-1933.712160
2025-02-15,86,14:10,14:20,14:10—14:20,0.166667,0.999000,3529.111938,5290.682807,-1761.570869
2025-02-15,87,14:20,14:30,14:20—14:30,0.166667,1.012450,3554.341064,5071.845371,-1517.504307
2025-02-15,88,14:30,14:40,14:30—14:40,0.166667,1.058850,3493.508057,4819.177900,-1325.669843
2025-02-15,89,14:40,14:50,14:40—14:50,0.166667,1.014100,3421.619873,4583.192814,-1161.572941
2025-02-15,90,14:50,15:00,14:50—15:00,0.166667,0.803500,3439.511108,4396.049736,-956.538627
2025-02-15,91,15:00,15:10,15:00—15:10,0.166667,0.664700,3429.623535,4187.791336,-758.167801
2025-02-15,92,15:10,15:20,15:10—15:20,0.166667,0.690850,3445.624512,3906.094800,-460.470288
2025-02-15,93,15:20,15:30,15:20—15:30,0.166667,0.726250,3520.113159,3582.308821,-62.195662
2025-02-15,94,15:30,15:40,15:30—15:40,0.166667,0.742100,3498.834351,3259.556729,239.277622
2025-02-15,95,15:40,15:50,15:40—15:50,0.166667,0.767850,3379.537598,2940.696014,438.841583
2025-02-15,96,15:50,16:00,15:50—16:00,0.166667,0.793900,3312.206787,2606.297321,705.909466
2025-02-15,97,16:00,16:10,16:00—16:10,0.166667,0.816300,3357.620605,2265.759100,1091.861505
2025-02-15,98,16:10,16:20,16:10—16:20,0.166667,0.839500,3402.414917,1938.748864,1463.666053
2025-02-15,99,16:20,16:30,16:20—16:30,0.166667,0.865500,3398.211304,1625.462086,1772.749218
2025-02-15,100,16:30,16:40,16:30—16:40,0.166667,0.890750,3399.147461,1310.826721,2088.320740
2025-02-15,101,16:40,16:50,16:40—16:50,0.166667,0.909350,3274.447144,1002.240907,2272.206236
2025-02-15,102,16:50,17:00,16:50—17:00,0.166667,0.921350,2925.112305,715.046329,2210.065976
2025-02-15,103,17:00,17:10,17:00—17:10,0.166667,0.936300,2698.490723,435.859821,2262.630901
2025-02-15,104,17:10,17:20,17:10—17:20,0.166667,0.960200,2689.317383,192.352329,2496.965054
2025-02-15,105,17:20,17:30,17:20—17:30,0.166667,0.980200,2697.119751,44.738936,2652.380815
2025-02-15,106,17:30,17:40,17:30—17:40,0.166667,0.981100,2701.786987,0.000000,2701.786987
2025-02-15,107,17:40,17:50,17:40—17:50,0.166667,1.025100,2699.355835,1.328079,2698.027756
2025-02-15,108,17:50,18:00,17:50—18:00,0.166667,1.152750,2694.322266,1.328079,2692.994187
2025-02-15,109,18:00,18:10,18:00—18:10,0.166667,1.243700,2704.521973,0.000000,2704.521973
2025-02-15,110,18:10,18:20,18:10—18:20,0.166667,1.250400,2721.556030,0.095350,2721.460680
2025-02-15,111,18:20,18:30,18:20—18:30,0.166667,1.249600,2707.750610,0.095350,2707.655260
2025-02-15,112,18:30,18:40,18:30—18:40,0.166667,1.253350,2687.156738,0.000000,2687.156738
2025-02-15,113,18:40,18:50,18:40—18:50,0.166667,1.270150,2677.162598,0.006836,2677.155762
2025-02-15,114,18:50,19:00,18:50—19:00,0.166667,1.317350,2682.574463,0.006836,2682.567627
2025-02-15,115,19:00,19:10,19:00—19:10,0.166667,1.349450,2688.704712,0.000000,2688.704712
2025-02-15,116,19:10,19:20,19:10—19:20,0.166667,1.348400,2688.105225,0.000300,2688.104925
2025-02-15,117,19:20,19:30,19:20—19:30,0.166667,1.346400,2695.526367,0.000300,2695.526067
2025-02-15,118,19:30,19:40,19:30—19:40,0.166667,1.348650,2712.566895,0.000000,2712.566895
2025-02-15,119,19:40,19:50,19:40—19:50,0.166667,1.348150,2720.343628,0.000000,2720.343628
2025-02-15,120,19:50,20:00,19:50—20:00,0.166667,1.347750,2699.976074,0.000000,2699.976074
2025-02-15,121,20:00,20:10,20:00—20:10,0.166667,1.349750,2682.873169,0.000000,2682.873169
2025-02-15,122,20:10,20:20,20:10—20:20,0.166667,1.345650,2699.128784,0.000000,2699.128784
2025-02-15,123,20:20,20:30,20:20—20:30,0.166667,1.344450,2718.895630,0.000000,2718.895630
2025-02-15,124,20:30,20:40,20:30—20:40,0.166667,1.372050,2744.502930,0.000000,2744.502930
2025-02-15,125,20:40,20:50,20:40—20:50,0.166667,1.308900,2751.786011,0.000000,2751.786011
2025-02-15,126,20:50,21:00,20:50—21:00,0.166667,1.077900,2723.413208,0.000000,2723.413208
2025-02-15,127,21:00,21:10,21:00—21:10,0.166667,0.920000,2719.680542,0.000000,2719.680542
2025-02-15,128,21:10,21:20,21:10—21:20,0.166667,0.921950,2735.426514,0.000000,2735.426514
2025-02-15,129,21:20,21:30,21:20—21:30,0.166667,0.937100,2745.521484,0.000000,2745.521484
2025-02-15,130,21:30,21:40,21:30—21:40,0.166667,0.962100,2751.716064,0.000000,2751.716064
2025-02-15,131,21:40,21:50,21:40—21:50,0.166667,0.881750,2708.762451,0.000000,2708.762451
2025-02-15,132,21:50,22:00,21:50—22:00,0.166667,0.598650,2503.903687,0.000000,2503.903687
2025-02-15,133,22:00,22:10,22:00—22:10,0.166667,0.403400,2322.249512,0.000000,2322.249512
2025-02-15,134,22:10,22:20,22:10—22:20,0.166667,0.411350,2322.596558,0.000000,2322.596558
2025-02-15,135,22:20,22:30,22:20—22:30,0.166667,0.428300,2355.215088,0.000000,2355.215088
2025-02-15,136,22:30,22:40,22:30—22:40,0.166667,0.419200,2365.195435,0.000000,2365.195435
2025-02-15,137,22:40,22:50,22:40—22:50,0.166667,0.421350,2367.077026,0.000000,2367.077026
2025-02-15,138,22:50,23:00,22:50—23:00,0.166667,0.423900,2373.440186,0.000000,2373.440186
2025-02-15,139,23:00,23:10,23:00—23:10,0.166667,0.424250,2393.443970,0.000000,2393.443970
2025-02-15,140,23:10,23:20,23:10—23:20,0.166667,0.424400,2404.271484,0.000000,2404.271484
2025-02-15,141,23:20,23:30,23:20—23:30,0.166667,0.423000,2412.081055,0.000000,2412.081055
2025-02-15,142,23:30,23:40,23:30—23:40,0.166667,0.423000,2431.824951,0.000000,2431.824951
2025-02-15,143,23:40,23:50,23:40—23:50,0.166667,0.425550,2428.817627,0.000000,2428.817627
2025-02-15,144,23:50,次日00:00,23:50—次日00:00,0.166667,0.427350,2817.305176,0.000000,2817.305176
2025-02-16,1,00:00,00:10,00:00—00:10,0.166667,0.426200,3366.560132,0.000000,3366.560132
2025-02-16,2,00:10,00:20,00:10—00:20,0.166667,0.424650,3425.445557,0.000000,3425.445557
2025-02-16,3,00:20,00:30,00:20—00:30,0.166667,0.425700,3430.762939,0.000000,3430.762939
2025-02-16,4,00:30,00:40,00:30—00:40,0.166667,0.427050,3467.486938,0.000000,3467.486938
2025-02-16,5,00:40,00:50,00:40—00:50,0.166667,0.427150,3482.870239,0.000000,3482.870239
2025-02-16,6,00:50,01:00,00:50—01:00,0.166667,0.427800,3493.488525,0.000000,3493.488525
2025-02-16,7,01:00,01:10,01:00—01:10,0.166667,0.429800,3503.291992,0.000000,3503.291992
2025-02-16,8,01:10,01:20,01:10—01:20,0.166667,0.430650,3487.404053,0.000000,3487.404053
2025-02-16,9,01:20,01:30,01:20—01:30,0.166667,0.429050,3458.534790,0.000000,3458.534790
2025-02-16,10,01:30,01:40,01:30—01:40,0.166667,0.429550,3483.071045,0.000000,3483.071045
2025-02-16,11,01:40,01:50,01:40—01:50,0.166667,0.432250,3538.693604,0.000000,3538.693604
2025-02-16,12,01:50,02:00,01:50—02:00,0.166667,0.432200,3565.571777,0.000000,3565.571777
2025-02-16,13,02:00,02:10,02:00—02:10,0.166667,0.430200,3567.587646,0.000000,3567.587646
2025-02-16,14,02:10,02:20,02:10—02:20,0.166667,0.430850,3611.008301,0.000000,3611.008301
2025-02-16,15,02:20,02:30,02:20—02:30,0.166667,0.434550,3678.992310,0.000000,3678.992310
2025-02-16,16,02:30,02:40,02:30—02:40,0.166667,0.435750,3673.599976,0.000000,3673.599976
2025-02-16,17,02:40,02:50,02:40—02:50,0.166667,0.434150,3672.146606,0.000000,3672.146606
2025-02-16,18,02:50,03:00,02:50—03:00,0.166667,0.434600,3755.185791,0.000000,3755.185791
2025-02-16,19,03:00,03:10,03:00—03:10,0.166667,0.436550,3766.709839,0.000000,3766.709839
2025-02-16,20,03:10,03:20,03:10—03:20,0.166667,0.437250,3709.196167,0.000000,3709.196167
2025-02-16,21,03:20,03:30,03:20—03:30,0.166667,0.436350,3729.965332,0.000000,3729.965332
2025-02-16,22,03:30,03:40,03:30—03:40,0.166667,0.435450,3781.565063,0.000000,3781.565063
2025-02-16,23,03:40,03:50,03:40—03:50,0.166667,0.435650,3787.338867,0.000000,3787.338867
2025-02-16,24,03:50,04:00,03:50—04:00,0.166667,0.436900,3738.629883,0.000000,3738.629883
2025-02-16,25,04:00,04:10,04:00—04:10,0.166667,0.438950,3780.849365,0.000000,3780.849365
2025-02-16,26,04:10,04:20,04:10—04:20,0.166667,0.439500,3785.446777,0.000000,3785.446777
2025-02-16,27,04:20,04:30,04:20—04:30,0.166667,0.437650,3681.257812,0.000000,3681.257812
2025-02-16,28,04:30,04:40,04:30—04:40,0.166667,0.437850,3706.562500,0.000486,3706.562014
2025-02-16,29,04:40,04:50,04:40—04:50,0.166667,0.440750,3865.447388,0.000486,3865.446902
2025-02-16,30,04:50,05:00,04:50—05:00,0.166667,0.440850,3945.737793,0.000000,3945.737793
2025-02-16,31,05:00,05:10,05:00—05:10,0.166667,0.436400,3923.192871,0.008064,3923.184807
2025-02-16,32,05:10,05:20,05:10—05:20,0.166667,0.438600,3880.233032,0.008064,3880.224968
2025-02-16,33,05:20,05:30,05:20—05:30,0.166667,0.437000,3777.374756,0.000000,3777.374756
2025-02-16,34,05:30,05:40,05:30—05:40,0.166667,0.400700,3712.500488,0.112271,3712.388217
2025-02-16,35,05:40,05:50,05:40—05:50,0.166667,0.471050,3984.473633,0.112271,3984.361361
2025-02-16,36,05:50,06:00,05:50—06:00,0.166667,0.740350,4636.025635,0.000000,4636.025635
2025-02-16,37,06:00,06:10,06:00—06:10,0.166667,0.923350,5036.107666,1.563793,5034.543873
2025-02-16,38,06:10,06:20,06:10—06:20,0.166667,0.906300,5074.151611,1.563793,5072.587818
2025-02-16,39,06:20,06:30,06:20—06:30,0.166667,0.875850,5121.589111,0.000000,5121.589111
2025-02-16,40,06:30,06:40,06:30—06:40,0.166667,0.868000,5123.715088,50.030157,5073.684931
2025-02-16,41,06:40,06:50,06:40—06:50,0.166667,0.852150,5071.566406,203.488471,4868.077935
2025-02-16,42,06:50,07:00,06:50—07:00,0.166667,0.838800,5052.063965,444.069921,4607.994043
2025-02-16,43,07:00,07:10,07:00—07:10,0.166667,0.821300,5063.946289,721.285336,4342.660953
2025-02-16,44,07:10,07:20,07:10—07:20,0.166667,0.803200,5096.817383,1006.126379,4090.691004
2025-02-16,45,07:20,07:30,07:20—07:30,0.166667,0.780800,5132.556885,1303.943721,3828.613163
2025-02-16,46,07:30,07:40,07:30—07:40,0.166667,0.727150,5094.630615,1615.532386,3479.098230
2025-02-16,47,07:40,07:50,07:40—07:50,0.166667,0.774950,5355.590576,1936.872664,3418.717912
2025-02-16,48,07:50,08:00,07:50—08:00,0.166667,1.010850,6278.756592,2268.136707,4010.619885
2025-02-16,49,08:00,08:10,08:00—08:10,0.166667,1.165000,6924.927246,2609.925664,4315.001582
2025-02-16,50,08:10,08:20,08:10—08:20,0.166667,1.131950,6887.412109,2943.073607,3944.338502
2025-02-16,51,08:20,08:30,08:20—08:30,0.166667,1.090250,6815.358643,3243.983657,3571.374985
2025-02-16,52,08:30,08:40,08:30—08:40,0.166667,1.072950,6806.771973,3523.700779,3283.071194
2025-02-16,53,08:40,08:50,08:40—08:50,0.166667,1.052000,6780.079834,3828.857007,2951.222827
2025-02-16,54,08:50,09:00,08:50—09:00,0.166667,1.039500,6812.312744,4164.192836,2648.119908
2025-02-16,55,09:00,09:10,09:00—09:10,0.166667,1.025350,6852.726562,4445.724979,2407.001584
2025-02-16,56,09:10,09:20,09:10—09:20,0.166667,1.003450,6857.978760,4660.864814,2197.113945
2025-02-16,57,09:20,09:30,09:20—09:30,0.166667,0.981100,6871.652832,4901.011264,1970.641568
2025-02-16,58,09:30,09:40,09:30—09:40,0.166667,0.956100,6886.843994,5211.562750,1675.281244
2025-02-16,59,09:40,09:50,09:40—09:50,0.166667,0.949550,6879.487061,5519.875864,1359.611196
2025-02-16,60,09:50,10:00,09:50—10:00,0.166667,0.977300,6844.163818,5729.650614,1114.513204
2025-02-16,61,10:00,10:10,10:00—10:10,0.166667,0.994800,6821.309570,5859.539193,961.770377
2025-02-16,62,10:10,10:20,10:10—10:20,0.166667,0.975350,6808.372803,5991.954386,816.418417
2025-02-16,63,10:20,10:30,10:20—10:30,0.166667,0.956850,6804.564941,6154.671443,649.893499
2025-02-16,64,10:30,10:40,10:30—10:40,0.166667,0.969400,6761.259766,6292.373979,468.885787
2025-02-16,65,10:40,10:50,10:40—10:50,0.166667,0.891450,6704.727295,6395.842879,308.884416
2025-02-16,66,10:50,11:00,10:50—11:00,0.166667,0.650750,6696.354736,6515.334079,181.020658
2025-02-16,67,11:00,11:10,11:00—11:10,0.166667,0.484350,6707.251465,6647.445336,59.806129
2025-02-16,68,11:10,11:20,11:10—11:20,0.166667,0.483450,6711.584229,6758.414457,-46.830229
2025-02-16,69,11:20,11:30,11:20—11:30,0.166667,0.491700,6646.172119,6818.497693,-172.325574
2025-02-16,70,11:30,11:40,11:30—11:40,0.166667,0.480600,6571.277344,6812.167536,-240.890192
2025-02-16,71,11:40,11:50,11:40—11:50,0.166667,0.472350,6477.003662,6812.688407,-335.684745
2025-02-16,72,11:50,12:00,11:50—12:00,0.166667,0.454700,6280.604004,6885.049443,-604.445439
2025-02-16,73,12:00,12:10,12:00—12:10,0.166667,0.442150,6194.236328,6941.235971,-746.999643
2025-02-16,74,12:10,12:20,12:10—12:20,0.166667,0.448100,6223.692627,6930.829550,-707.136923
2025-02-16,75,12:20,12:30,12:20—12:30,0.166667,0.450700,6240.548584,6910.462329,-669.913745
2025-02-16,76,12:30,12:40,12:30—12:40,0.166667,0.428800,6187.331543,6900.692429,-713.360886
2025-02-16,77,12:40,12:50,12:40—12:50,0.166667,0.489750,6201.934326,6876.494757,-674.560431
2025-02-16,78,12:50,13:00,12:50—13:00,0.166667,0.698050,6341.271240,6797.475543,-456.204303
2025-02-16,79,13:00,13:10,13:00—13:10,0.166667,0.845750,6382.732910,6638.139414,-255.406504
2025-02-16,80,13:10,13:20,13:10—13:20,0.166667,0.852600,6346.076904,6465.122843,-119.045939
2025-02-16,81,13:20,13:30,13:20—13:30,0.166667,0.851700,6315.335693,6356.764679,-41.428985
2025-02-16,82,13:30,13:40,13:30—13:40,0.166667,0.862050,6316.524414,6259.097536,57.426878
2025-02-16,83,13:40,13:50,13:40—13:50,0.166667,0.882450,6313.072266,6090.074264,222.998001
2025-02-16,84,13:50,14:00,13:50—14:00,0.166667,0.939000,6282.707764,5857.505300,425.202464
2025-02-16,85,14:00,14:10,14:00—14:10,0.166667,0.987800,6268.697754,5633.872514,634.825240
2025-02-16,86,14:10,14:20,14:10—14:20,0.166667,0.999000,6256.549316,5433.252550,823.296766
2025-02-16,87,14:20,14:30,14:20—14:30,0.166667,1.012450,6236.902344,5204.005929,1032.896415
2025-02-16,88,14:30,14:40,14:30—14:40,0.166667,1.058850,6250.691162,4939.559757,1311.131405
2025-02-16,89,14:40,14:50,14:40—14:50,0.166667,1.014100,6244.242676,4691.647764,1552.594911
2025-02-16,90,14:50,15:00,14:50—15:00,0.166667,0.803500,6198.900146,4482.530864,1716.369282
2025-02-16,91,15:00,15:10,15:00—15:10,0.166667,0.664700,6136.270264,4242.083371,1894.186892
2025-02-16,92,15:10,15:20,15:10—15:20,0.166667,0.690850,6088.346924,3931.431821,2156.915102
2025-02-16,93,15:20,15:30,15:20—15:30,0.166667,0.726250,6070.104492,3592.865414,2477.239078
2025-02-16,94,15:30,15:40,15:30—15:40,0.166667,0.742100,6092.961182,3263.528043,2829.433139
2025-02-16,95,15:40,15:50,15:40—15:50,0.166667,0.767850,6139.439941,2939.855964,3199.583977
2025-02-16,96,15:50,16:00,15:50—16:00,0.166667,0.793900,6063.063477,2605.827921,3457.235555
2025-02-16,97,16:00,16:10,16:00—16:10,0.166667,0.816300,6036.915283,2274.228564,3762.686719
2025-02-16,98,16:10,16:20,16:10—16:20,0.166667,0.839500,6095.818604,1958.164786,4137.653818
