日期,时段序号,开始时刻,结束时刻,时间区间,时长_h,区间平均电价,预测负载功率,预测光伏功率,预测净负荷功率
2025-02-01,28,04:30,04:40,04:30—04:40,0.166667,0.437850,3251.861572,0.000000,3251.861572
2025-02-01,29,04:40,04:50,04:40—04:50,0.166667,0.440750,3290.261719,0.000693,3290.261026
2025-02-01,30,04:50,05:00,04:50—05:00,0.166667,0.440850,3284.363159,0.000693,3284.362466
2025-02-01,31,05:00,05:10,05:00—05:10,0.166667,0.436400,3273.695435,0.000000,3273.695435
2025-02-01,32,05:10,05:20,05:10—05:20,0.166667,0.438600,3295.823242,0.009793,3295.813449
2025-02-01,33,05:20,05:30,05:20—05:30,0.166667,0.437000,3283.306763,0.009793,3283.296970
2025-02-01,34,05:30,05:40,05:30—05:40,0.166667,0.400700,3281.243164,0.000000,3281.243164
2025-02-01,35,05:40,05:50,05:40—05:50,0.166667,0.471050,3305.008423,0.136293,3304.872130
2025-02-01,36,05:50,06:00,05:50—06:00,0.166667,0.740350,3292.165039,0.136293,3292.028746
2025-02-01,37,06:00,06:10,06:00—06:10,0.166667,0.923350,3312.864990,0.000000,3312.864990
2025-02-01,38,06:10,06:20,06:10—06:20,0.166667,0.906300,3326.706421,1.898357,3324.808064
2025-02-01,39,06:20,06:30,06:20—06:30,0.166667,0.875850,3310.146240,1.898357,3308.247883
2025-02-01,40,06:30,06:40,06:30—06:40,0.166667,0.868000,3311.722046,0.000000,3311.722046
2025-02-01,41,06:40,06:50,06:40—06:50,0.166667,0.852150,3472.111816,31.757236,3440.354581
2025-02-01,42,06:50,07:00,06:50—07:00,0.166667,0.838800,3758.707153,169.904557,3588.802596
2025-02-01,43,07:00,07:10,07:00—07:10,0.166667,0.821300,3947.755493,401.351393,3546.404100
2025-02-01,44,07:10,07:20,07:10—07:20,0.166667,0.803200,3966.590576,660.107543,3306.483033
