24:00基础模型,边界预测方法,评价对象,月份,样本数,MAE,RMSE,WAPE_percent,Bias,MAPE_percent,R2
Baseline,XGBoost跨日边界,最后10分钟区间平均,12,30,110.14751276692706,134.91910986342154,3.366230293544386,-44.11396085286456,3.3414640241218083,0.9153997068307871
Baseline,历史跨日比例,次日00:10端点,2,28,150.99703115077136,192.82372516132423,4.804149721839999,9.911308354621658,4.992918610180209,0.8376216898327655
Baseline,历史跨日比例,最后10分钟区间平均,2,28,121.51728281582163,151.59034320257544,3.8835262470195175,30.22743989159645,4.007143211204434,0.8836156216498335
Baseline,历史跨日比例,次日00:10端点,3,31,104.26450682745536,128.14270525711987,3.278029893484339,-4.491796328587908,3.418040119123458,0.9134139243088137
Baseline,历史跨日比例,最后10分钟区间平均,3,31,96.68400390045673,123.3692482489861,3.0449593047408814,-10.216704615906872,3.157032263552876,0.9154485799835503
Baseline,历史跨日比例,次日00:10端点,4,30,112.03383428904729,143.99923162137642,3.543526673270556,-0.29764724413810956,3.6353676663951706,0.907123233337438
Baseline,历史跨日比例,最后10分钟区间平均,4,30,121.48591274969354,154.5344369388858,3.854763468153468,-0.7968236220690567,3.8833117319546884,0.892205041349512
Baseline,历史跨日比例,次日00:10端点,5,31,173.61765498191497,248.5913935840012,5.425369924539388,-14.288746503382871,5.426139740050331,0.7719353093678388
Baseline,历史跨日比例,最后10分钟区间平均,5,31,169.81796937494744,241.1263881981015,5.273022894639108,-19.932599058142973,5.274263376711099,0.7745589721200147
Baseline,历史跨日比例,次日00:10端点,6,30,303.7175461730173,405.0704179721704,7.890637186155917,-174.41352910295805,8.079175892609818,0.3683630485552484
Baseline,历史跨日比例,最后10分钟区间平均,6,30,289.24266540397156,393.33549117547915,7.525895755613092,-158.46993121814563,7.714914579516999,0.33696639136780593
Baseline,历史跨日比例,次日00:10端点,7,31,260.7760676517815,352.5321631057298,6.05821388149715,-46.553368204184316,6.04543565203423,0.47681789101960625
Baseline,历史跨日比例,最后10分钟区间平均,7,31,249.64486867486977,340.1205902706842,5.76759219936374,-71.90571636015684,5.8252688187723844,0.4942208087474642
Baseline,历史跨日比例,次日00:10端点,8,31,194.96135623290994,246.2222946532241,4.675482754954176,82.61125680341074,4.875424018452571,0.7462404689538173
Baseline,历史跨日比例,最后10分钟区间平均,8,31,185.09533506004882,243.04945937806022,4.416734020321149,80.75240259525373,4.5676178600212385,0.7652792017661677
Baseline,历史跨日比例,次日00:10端点,9,30,301.6660618754309,398.71199121618633,8.990970529282007,136.09529056590046,9.49638499404629,0.3933438837326233
Baseline,历史跨日比例,最后10分钟区间平均,9,30,301.3649054536665,407.30587568466143,8.974550749288808,138.98381194961698,9.160013373506686,0.24189902305647604
Baseline,历史跨日比例,次日00:10端点,10,31,127.12804573180836,173.1812831765863,4.088604553298808,36.64053085290871,4.491618579313109,0.8749990979148321
Baseline,历史跨日比例,最后10分钟区间平均,10,31,119.44723101642283,171.27827376957146,3.8240812858992106,41.24607187806726,4.113887448431118,0.8597071240143452
Baseline,历史跨日比例,次日00:10端点,11,30,146.6479942804594,177.8261444397254,4.63813597220328,-47.91668797264911,4.668963608699125,0.8431202396974642
Baseline,历史跨日比例,最后10分钟区间平均,11,30,129.14452977794812,155.64427412114088,4.094157145428044,-22.983843986324608,4.223826731020814,0.8771936296847964
Baseline,历史跨日比例,次日00:10端点,12,30,139.07921293214886,175.46445190086303,4.225192340062953,-42.145760453521596,4.269215396490353,0.8695168138048381
Baseline,历史跨日比例,最后10分钟区间平均,12,30,120.04147627942127,148.16183697985127,3.66860080434707,-25.045380226760773,3.687521192173783,0.8979771053414738
Baseline,目标时刻上周同期,次日00:10端点,2,28,135.10779642857145,161.49541001689823,4.298614864703059,26.674939285714263,4.620220952150646,0.8860990236393771
Baseline,目标时刻上周同期,最后10分钟区间平均,2,28,92.19054107142863,119.57872003482578,2.9462836699571837,38.60925535714283,3.1453396732631167,0.9275798500560507
Baseline,目标时刻上周同期,次日00:10端点,3,31,121.72125161290325,145.74115014010064,3.8268622141926993,-3.6276774193548413,3.887229930310439,0.887998286947266
Baseline,目标时刻上周同期,最后10分钟区间平均,3,31,95.66918709677422,122.81520476010151,3.0129987347983924,-9.784645161290296,3.084083660383621,0.9162063048633907
Baseline,目标时刻上周同期,次日00:10端点,4,30,121.08564333333332,142.99663856581503,3.8298270305985476,3.329303333333352,3.9266548206591567,0.9084120379386875
Baseline,目标时刻上周同期,最后10分钟区间平均,4,30,120.75714500000004,146.5091620432453,3.831639574734855,1.0166516666666514,3.86477536507351,0.9031103312961393
Baseline,目标时刻上周同期,次日00:10端点,5,31,131.80992580645162,193.31629059868152,4.118922164341994,-34.0116290322581,4.003649275743595,0.8620814188347904
Baseline,目标时刻上周同期,最后10分钟区间平均,5,31,142.4549661290322,206.63633892767808,4.423373454636552,-29.79404032258064,4.422218171066691,0.8344394458874702
Baseline,目标时刻上周同期,次日00:10端点,6,30,269.58173999999997,365.6527858341371,7.003782722322012,-145.0489933333333,7.133477792080275,0.4853117594519899
