24:00基础模型,边界预测方法,评价对象,月份,样本数,MAE,RMSE,WAPE_percent,Bias,MAPE_percent,R2
LightGBM,历史跨日比例,次日00:10端点,11,30,126.19594876398946,158.50099369517233,3.9912852022318708,-57.91621399983443,4.014221582686212,0.8753650996071722
LightGBM,历史跨日比例,最后10分钟区间平均,11,30,112.30320666504119,132.11943265874118,3.560251268967576,-33.04518609115454,3.6692213650033536,0.9115112625021934
LightGBM,历史跨日比例,次日00:10端点,12,30,171.72739179596047,197.3591541959094,5.2170359976746745,-18.625167420037723,5.433680483695556,0.8349213854827338
LightGBM,历史跨日比例,最后10分钟区间平均,12,30,141.11548984667942,167.61406363795746,4.3126460587031925,-1.4661888504119058,4.5103062533674345,0.8694292664393647
LightGBM,目标时刻上周同期,次日00:10端点,2,28,135.10779642857145,161.49541001689823,4.298614864703059,26.674939285714263,4.620220952150646,0.8860990236393771
LightGBM,目标时刻上周同期,最后10分钟区间平均,2,28,81.43367688571517,103.39714834981316,2.602508995006968,16.339820092792397,2.763678820288349,0.9458537054660954
LightGBM,目标时刻上周同期,次日00:10端点,3,31,121.72125161290325,145.74115014010064,3.8268622141926993,-3.6276774193548413,3.887229930310439,0.887998286947266
LightGBM,目标时刻上周同期,最后10分钟区间平均,3,31,94.08966375002719,107.18986606922314,2.9632533362039704,-13.178105637240957,3.036652138354978,0.9361715165703997
LightGBM,目标时刻上周同期,次日00:10端点,4,30,121.08564333333332,142.99663856581503,3.8298270305985476,3.329303333333352,3.9266548206591567,0.9084120379386875
LightGBM,目标时刻上周同期,最后10分钟区间平均,4,30,108.98626145132954,128.65386853000072,3.4581479421305787,2.4494385048657326,3.5016393938388584,0.9252874427866898
LightGBM,目标时刻上周同期,次日00:10端点,5,31,131.80992580645162,193.31629059868152,4.118922164341994,-34.0116290322581,4.003649275743595,0.8620814188347904
LightGBM,目标时刻上周同期,最后10分钟区间平均,5,31,115.50254986779947,181.20055608506686,3.5864731634928626,-20.428830689832143,3.5559529885436674,0.8726899976122221
LightGBM,目标时刻上周同期,次日00:10端点,6,30,269.58173999999997,365.6527858341371,7.003782722322012,-145.0489933333333,7.133477792080275,0.4853117594519899
LightGBM,目标时刻上周同期,最后10分钟区间平均,6,30,227.5860891888348,312.06520897915436,5.921633934159273,-78.06451300149459,6.022113115503966,0.5826504211289661
LightGBM,目标时刻上周同期,次日00:10端点,7,31,265.6172419354839,353.2032119016669,6.170681522843119,-64.91960322580644,6.157927479863852,0.4748242297083973
LightGBM,目标时刻上周同期,最后10分钟区间平均,7,31,217.0134573650818,300.11332518335604,5.013702586797038,7.9698698235126155,5.207459663968531,0.6062091081719391
LightGBM,目标时刻上周同期,次日00:10端点,8,31,167.47304193548385,224.54734436798228,4.016269350084142,51.66413225806454,4.009812126073139,0.788950921273704
LightGBM,目标时刻上周同期,最后10分钟区间平均,8,31,146.89425156513246,204.35055167989225,3.5051820083248004,45.62614485991432,3.5508389033822243,0.8340742139791184
LightGBM,目标时刻上周同期,次日00:10端点,9,30,317.4178599999999,404.1386174088398,9.460443136975218,176.21339333333327,9.900831113011419,0.37671785090406884
LightGBM,目标时刻上周同期,最后10分钟区间平均,9,30,237.0929772622042,313.23137447158706,7.0605532304317,81.15504920743805,7.254659248878786,0.5516509866388111
LightGBM,目标时刻上周同期,次日00:10端点,10,31,117.00005806451614,149.08805025123306,3.7628751970904775,19.164819354838734,3.927561061482067,0.9073603488316103
LightGBM,目标时刻上周同期,最后10分钟区间平均,10,31,86.35197124864655,118.5885158543964,2.764542588744099,5.615382749392094,2.87782873408765,0.9327462768947636
LightGBM,目标时刻上周同期,次日00:10端点,11,30,113.21751333333333,156.82927471980693,3.5808073874537065,1.53454666666665,3.6435751395322575,0.87798029790508
LightGBM,目标时刻上周同期,最后10分钟区间平均,11,30,97.1798399564563,111.87723402904638,3.080808276071612,-3.319805757904093,3.1769311193882337,0.9365490629742926
LightGBM,目标时刻上周同期,次日00:10端点,12,30,172.38007333333334,218.7143669467402,5.236864302523896,-26.534299999999998,5.3038159149207305,0.7972639929496428
LightGBM,目标时刻上周同期,最后10分钟区间平均,12,30,136.52761622305124,166.30690469988528,4.172435546573973,-5.420755140393052,4.177517222956709,0.8714578692437625
SARIMA,XGBoost跨日边界,次日00:10端点,2,28,200.67581079799103,275.9716396808395,6.38473904604488,38.27511356026788,7.20768366447072,0.6673894748933755
SARIMA,XGBoost跨日边界,最后10分钟区间平均,2,28,206.10413238772864,296.9291312119857,6.5868063307511315,144.35370616602327,7.325461497687553,0.5534632224468466
SARIMA,XGBoost跨日边界,次日00:10端点,3,31,91.50669928175405,110.04680532270422,2.8769300774238595,-9.207249130544428,3.04884794104651,0.9361420225685445
SARIMA,XGBoost跨日边界,最后10分钟区间平均,3,31,192.6927816100384,253.73869786258578,6.068653082716584,66.62706967033692,6.385031978783366,0.6423316734421938
SARIMA,XGBoost跨日边界,次日00:10端点,4,30,102.96158671875001,126.28498709758756,3.256579864247479,-11.578513671874967,3.386464215628461,0.9285684314508267
SARIMA,XGBoost跨日边界,最后10分钟区间平均,4,30,215.09555373062136,282.2549095593993,6.8250092863967255,79.30079505926973,7.203640922075606,0.6403907024627444
SARIMA,XGBoost跨日边界,次日00:10端点,5,31,143.49039751764116,204.98642273094683,4.483924674788998,-73.11021062247985,4.314713810789048,0.8449270433268775
SARIMA,XGBoost跨日边界,最后10分钟区间平均,5,31,204.65888630008715,236.64089021563154,6.354869258087521,24.272655385914806,6.633994621854278,0.7828683888854143
SARIMA,XGBoost跨日边界,次日00:10端点,6,30,288.6086676432291,389.74948858140584,7.498105769151962,-237.96292972656252,7.194771080936917,0.41524010349935603
SARIMA,XGBoost跨日边界,最后10分钟区间平均,6,30,323.7899609492564,398.69440679162636,8.424792688916627,-235.41126969124394,8.294469314204054,0.31877659793686697
SARIMA,XGBoost跨日边界,次日00:10端点,7,31,307.08492491179436,382.305146851207,7.134037151688882,-178.80387896925404,7.0867796027082,0.3847159142244675
SARIMA,XGBoost跨日边界,最后10分钟区间平均,7,31,320.00522658743756,392.002111617724,7.3931407379539005,-245.56941039898123,7.294452671024098,0.3281506174806308
SARIMA,XGBoost跨日边界,次日00:10端点,8,31,258.4939418346774,328.32876935353715,6.199094993288471,-57.0740408518145,6.555812449281919,0.5487829602175542
SARIMA,XGBoost跨日边界,最后10分钟区间平均,8,31,237.38975490793706,301.2955321600809,5.664580397109596,-26.573320980795636,5.787223209209091,0.6392987577801503
SARIMA,XGBoost跨日边界,次日00:10端点,9,30,244.83187226562495,332.62110939587654,7.297062634371378,117.61443497395832,7.901738457365805,0.5777947770375025
SARIMA,XGBoost跨日边界,最后10分钟区间平均,9,30,361.99121223674723,463.50791146322166,10.779982825554114,326.1663027965836,11.9452209645147,0.018252037186654246
SARIMA,XGBoost跨日边界,次日00:10端点,10,31,99.33079421622985,127.36971042603273,3.1946085159842035,55.649860824092755,3.5599342596105594,0.9323849203981409
SARIMA,XGBoost跨日边界,最后10分钟区间平均,10,31,234.2555859144271,342.2269626607378,7.49964980008243,222.4270355808878,8.508309853684526,0.4399078195631779
SARIMA,XGBoost跨日边界,次日00:10端点,11,30,96.07268516927087,124.438266346678,3.0385562326721236,24.547958710937458,3.1399619271701327,0.9231783561170405
SARIMA,XGBoost跨日边界,最后10分钟区间平均,11,30,187.28998571884537,244.1233028242512,5.93749216181559,137.96148039383584,6.322700004200652,0.6978844544257131
SARIMA,XGBoost跨日边界,次日00:10端点,12,30,164.48261667968748,198.1178162121549,4.996941508488222,-80.2829217057292,4.971544478212888,0.8336497992883447
SARIMA,XGBoost跨日边界,最后10分钟区间平均,12,30,166.18870776176593,211.5080876941495,5.078911438485301,26.688785135214236,5.175914974103783,0.7920883184628175
SARIMA,历史跨日比例,次日00:10端点,2,28,317.816155868694,470.1990446162419,10.11169812529817,209.51254766598504,10.804710107111399,0.03445934533121675
SARIMA,历史跨日比例,最后10分钟区间平均,2,28,300.30339797722866,479.59858999355777,9.597286090418331,229.97242321888174,10.156105639324375,-0.1649503441830269
SARIMA,历史跨日比例,次日00:10端点,3,31,336.9209165017087,467.76284752953416,10.592644320089157,154.50764361410344,11.042716915623199,-0.15375004092638545
SARIMA,历史跨日比例,最后10分钟区间平均,3,31,338.85853014821936,477.4341925554198,10.671987016879891,148.4845160426608,11.194512137822104,-0.26629271007424204
SARIMA,历史跨日比例,次日00:10端点,4,30,336.6377061423336,497.37784017312856,10.647539634021024,172.28403739772062,11.460710039832803,-0.1080506239068042
SARIMA,历史跨日比例,最后10分钟区间平均,4,30,344.09394556596556,498.34959884542553,10.918144671747697,171.23207059406752,11.680467990853215,-0.12102714290044703
SARIMA,历史跨日比例,次日00:10端点,5,31,318.42973741661586,420.72387426446113,9.950595869060892,131.5536472432133,10.57852306491876,0.3467488417554515
SARIMA,历史跨日比例,最后10分钟区间平均,5,31,323.93200761869224,430.3635010963808,10.058422549550066,126.6045843187614,10.746597007451689,0.28185136744870565
SARIMA,历史跨日比例,次日00:10端点,6,30,500.67811440921145,554.3601624960378,13.007708634657522,-263.58444523245777,12.942838126908937,-0.1830156757843573
SARIMA,历史跨日比例,最后10分钟区间平均,6,30,517.182676076737,567.9614394717842,13.456738484021354,-248.22202744419158,13.397785850949088,-0.3824421766967825
SARIMA,历史跨日比例,次日00:10端点,7,31,434.19928185062025,495.23410332506444,10.08709173479843,-261.5382171325649,10.074972592274957,-0.032467715285970256
SARIMA,历史跨日比例,最后10分钟区间平均,7,31,444.41858230662405,499.65948590679506,10.267485817632597,-286.9365794806366,10.250978859971829,-0.09154936923101054
SARIMA,历史跨日比例,次日00:10端点,8,31,359.7703716859016,421.71647221498904,8.627864521784366,8.378492071082526,8.758495597083247,0.2555959213156265
SARIMA,历史跨日比例,最后10分钟区间平均,8,31,380.3824919479842,442.7944287722245,9.07666469485119,6.152945480652805,9.348995150472895,0.2209478139301002
SARIMA,历史跨日比例,次日00:10端点,9,30,533.0767429836698,708.7880969605565,15.888022856183836,527.8931262966963,18.154720803299316,-0.917153193283047
SARIMA,历史跨日比例,最后10分钟区间平均,9,30,546.1609528841233,713.5995043918273,16.264498952058933,531.3056484579527,18.18106587008069,-1.3269914388673199
SARIMA,历史跨日比例,次日00:10端点,10,31,388.6699109928261,597.8907300310392,12.50013369329961,376.1756431609509,14.570013727496717,-0.4898923173421301
SARIMA,历史跨日比例,最后10分钟区间平均,10,31,391.2543428995391,595.2998656739866,12.525936331694526,382.68992674931695,14.320781904820834,-0.6947382552408479
SARIMA,历史跨日比例,次日00:10端点,11,30,292.9070248880284,419.13700139039463,9.263969925466819,198.475379899256,9.74919105659804,0.12845925307691186
SARIMA,历史跨日比例,最后10分钟区间平均,11,30,307.37722020036284,436.3922065067848,9.744513721091495,224.92519098799502,10.347926859062474,0.03459716324421058
SARIMA,历史跨日比例,次日00:10端点,12,30,295.48702649384893,394.0328888457546,8.976823312473568,99.72260484437857,9.456005504014792,0.3419767935306498
SARIMA,历史跨日比例,最后10分钟区间平均,12,30,280.0423976689033,393.6399261661946,8.558406620625188,116.69154841026813,8.96501191137856,0.2798495823628594
SARIMA,目标时刻上周同期,次日00:10端点,2,28,135.10779642857145,161.49541001689823,4.298614864703059,26.674939285714263,4.620220952150646,0.8860990236393771
SARIMA,目标时刻上周同期,最后10分钟区间平均,2,28,169.46967330214008,261.14117439768955,5.416019096972382,138.55361902874637,5.737127842759905,0.6546159127918164
SARIMA,目标时刻上周同期,次日00:10端点,3,31,121.72125161290325,145.74115014010064,3.8268622141926993,-3.6276774193548413,3.887229930310439,0.887998286947266
SARIMA,目标时刻上周同期,最后10分钟区间平均,3,31,201.59480197966485,267.59471311960795,6.349012694047895,69.4168555259317,6.640398096323835,0.6022024292020848
SARIMA,目标时刻上周同期,次日00:10端点,4,30,121.08564333333332,142.99663856581503,3.8298270305985476,3.329303333333352,3.9266548206591567,0.9084120379386875
SARIMA,目标时刻上周同期,最后10分钟区间平均,4,30,223.28535945197464,287.5983101617363,7.084872863921079,86.75470356187388,7.430921419597941,0.6266462120217688
SARIMA,目标时刻上周同期,次日00:10端点,5,31,131.80992580645162,193.31629059868152,4.118922164341994,-34.0116290322581,4.003649275743595,0.8620814188347904
SARIMA,目标时刻上周同期,最后10分钟区间平均,5,31,193.52676804198236,239.98699544278733,6.009205517925778,43.82194618102569,6.270429590640819,0.7766844880589053
SARIMA,目标时刻上周同期,次日00:10端点,6,30,269.58173999999997,365.6527858341371,7.003782722322012,-145.0489933333333,7.133477792080275,0.4853117594519899
SARIMA,目标时刻上周同期,最后10分钟区间平均,6,30,341.8121203658486,428.8632800326633,8.893716915122612,-188.9543014946294,8.785888931641278,0.2117808201772915
SARIMA,目标时刻上周同期,次日00:10端点,7,31,265.6172419354839,353.2032119016669,6.170681522843119,-64.91960322580644,6.157927479863852,0.4748242297083973
SARIMA,目标时刻上周同期,最后10分钟区间平均,7,31,276.2247893230687,350.307326170389,6.381673088764739,-188.62727252725745,6.3595719124651335,0.4634705694793373
SARIMA,目标时刻上周同期,次日00:10端点,8,31,167.47304193548385,224.54734436798228,4.016269350084142,51.66413225806454,4.009812126073139,0.788950921273704
SARIMA,目标时刻上周同期,最后10分钟区间平均,8,31,215.09907722050679,289.57526585281255,5.132681554569091,27.795765574143815,5.300853399409898,0.6668151987871127
SARIMA,目标时刻上周同期,次日00:10端点,9,30,317.4178599999999,404.1386174088398,9.460443136975218,176.21339333333327,9.900831113011419,0.37671785090406884
SARIMA,目标时刻上周同期,最后10分钟区间平均,9,30,384.0082114093719,497.56592047686144,11.435642037512848,355.4657819762712,12.458332550987206,-0.13132389377140918
SARIMA,目标时刻上周同期,次日00:10端点,10,31,117.00005806451614,149.08805025123306,3.7628751970904775,19.164819354838734,3.927561061482067,0.9073603488316103
SARIMA,目标时刻上周同期,最后10分钟区间平均,10,31,219.07239598651114,323.3641247012926,7.0135627475025855,204.1845148462608,7.8781526376762345,0.49994849864217494
SARIMA,目标时刻上周同期,次日00:10端点,11,30,113.21751333333333,156.82927471980693,3.5808073874537065,1.53454666666665,3.6435751395322575,0.87798029790508
SARIMA,目标时刻上周同期,最后10分钟区间平均,11,30,189.38233467639293,248.40493420572088,6.003824088146511,126.45477437170044,6.281479284930304,0.6871940285263899
SARIMA,目标时刻上周同期,次日00:10端点,12,30,172.38007333333334,218.7143669467402,5.236864302523896,-26.534299999999998,5.3038159149207305,0.7972639929496428
SARIMA,目标时刻上周同期,最后10分钟区间平均,12,30,199.00955864884733,245.11809735120215,6.081953084552955,53.56309598807882,6.2545798487675714,0.7207612486561312
