规划日期,目标日期,24:00基础模型,边界预测方法,预测_当日24:00,实际_当日24:00,预测_次日00:10,实际_次日00:10,预测_最后区间平均负载,实际_最后区间平均负载
2025-02-07,2025-02-08,Baseline,历史跨日比例,2543.76,2384.59,2535.385164569378,2341.7515,2539.572582284689,2363.17075
2025-02-07,2025-02-08,Baseline,目标时刻上周同期,2543.76,2384.59,2532.1822,2341.7515,2537.9711,2363.17075
2025-02-08,2025-02-09,Baseline,XGBoost跨日边界,3484.94,3210.87,3336.78173828125,3413.1243,3410.8608691406253,3311.99715
2025-02-08,2025-02-09,Baseline,历史跨日比例,3484.94,3210.87,3473.466512333871,3413.1243,3479.2032561669357,3311.99715
2025-02-08,2025-02-09,Baseline,目标时刻上周同期,3484.94,3210.87,3591.9843,3413.1243,3538.4621500000003,3311.99715
2025-02-09,2025-02-10,Baseline,XGBoost跨日边界,3548.26,3455.92,3398.780517578125,3379.5939,3473.5202587890626,3417.75695
2025-02-09,2025-02-10,Baseline,历史跨日比例,3548.26,3455.92,3531.7553837425953,3379.5939,3540.0076918712975,3417.75695
2025-02-09,2025-02-10,Baseline,目标时刻上周同期,3548.26,3455.92,3319.2759,3379.5939,3433.7679500000004,3417.75695
2025-02-10,2025-02-11,Baseline,XGBoost跨日边界,3553.22,3569.7,3311.6279296875,3413.1735,3432.4239648437497,3491.43675
2025-02-10,2025-02-11,Baseline,历史跨日比例,3553.22,3569.7,3536.692312463535,3413.1735,3544.9561562317676,3491.43675
2025-02-10,2025-02-11,Baseline,目标时刻上周同期,3553.22,3569.7,3336.6152,3413.1735,3444.9175999999998,3491.43675
2025-02-11,2025-02-12,Baseline,XGBoost跨日边界,3318.01,3222.62,3310.85791015625,3272.9536,3314.433955078125,3247.7868
2025-02-11,2025-02-12,Baseline,历史跨日比例,3318.01,3222.62,3286.525868086377,3272.9536,3302.2679340431887,3247.7868
2025-02-11,2025-02-12,Baseline,目标时刻上周同期,3318.01,3222.62,3549.4514,3272.9536,3433.7307,3247.7868
2025-02-12,2025-02-13,Baseline,XGBoost跨日边界,3329.79,3246.86,3240.05419921875,3551.1175,3284.922099609375,3398.98875
2025-02-12,2025-02-13,Baseline,历史跨日比例,3329.79,3246.86,3276.1954324645603,3551.1175,3302.99271623228,3398.98875
2025-02-12,2025-02-13,Baseline,目标时刻上周同期,3329.79,3246.86,3497.9209,3551.1175,3413.85545,3398.98875
2025-02-13,2025-02-14,Baseline,XGBoost跨日边界,2446.62,2421.19,2679.233642578125,2507.4053,2562.9268212890624,2464.29765
2025-02-13,2025-02-14,Baseline,历史跨日比例,2446.62,2421.19,2418.831036563542,2507.4053,2432.7255182817707,2464.29765
2025-02-13,2025-02-14,Baseline,目标时刻上周同期,2446.62,2421.19,2317.5067,2507.4053,2382.06335,2464.29765
2025-02-14,2025-02-15,Baseline,XGBoost跨日边界,2384.59,2509.56,2752.3681640625,2470.6272,2568.47908203125,2490.0936
2025-02-14,2025-02-15,Baseline,历史跨日比例,2384.59,2509.56,2357.5055797300183,2470.6272,2371.0477898650092,2490.0936
2025-02-14,2025-02-15,Baseline,目标时刻上周同期,2384.59,2509.56,2341.7515,2470.6272,2363.17075,2490.0936
2025-02-15,2025-02-16,Baseline,XGBoost跨日边界,3210.87,3285.85,3304.662841796875,3581.8623,3257.7664208984374,3433.8561499999996
